page,status,v10_class,truth_class,iou,x1,y1,x2,y2
1,deleted,AD-SURF SUPPLY,,0.0,1844.1400604248047,540.1457824707031,2113.2730102539062,709.2245025634766
1,deleted,AD-GRD,,0.0,1848.0722961425781,433.9900817871094,2116.2215270996094,640.0
1,deleted,AD-GRD,,0.0,1723.0441513061523,3780.0,1946.4726867675781,3957.4808502197266
1,deleted,AD-GRD,,0.0,1941.1214599609375,3829.3499069213867,2168.228271484375,4059.636474609375
1,deleted,AD-GRD,,0.0,1722.0158767700195,4160.522857666016,1949.2876586914062,4358.730499267578
1,deleted,AD-GRD,,0.0,1941.824462890625,3780.0,2167.26806640625,3957.2701721191406
1,deleted,AD-GRD,,0.0,1722.2612533569336,3739.3311767578125,1945.2560119628906,3879.8497314453125
1,deleted,AD-GRD,,0.0,3281.9658126831055,740.4321594238281,3532.7368774414062,982.0270690917969
1,deleted,AD-GRD,,0.0,1936.0045166015625,4024.6932983398438,2173.6276245117188,4265.05126953125
1,deleted,AD-GRD,,0.0,1720.1843185424805,3929.963623046875,1945.4485473632812,4158.257629394531
1,deleted,AD-GRD,,0.0,1940.9055786132812,3734.977081298828,2165.1505737304688,3879.855224609375
1,deleted,AD-SURF SUPPLY,,0.0,1750.7776489257812,2007.169677734375,1979.1010131835938,2236.5616455078125
2,deleted,FAN,,0.0,4860.216369628906,3240.0,5028.646270751953,3404.9854583740234
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2953.6320037841797,3272.9263610839844,3179.1022338867188,3490.368377685547
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3290.117317199707,2087.7021484375,3510.8189697265625,2260.0
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,3296.8080139160156,3324.3823776245117,3505.9525146484375,3532.9918212890625
3,accepted,AD-GRD,AD-GRD,1.0,2952.83447265625,1970.0884399414062,3176.5440673828125,2188.2949829101562
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,4217.135528564453,2950.18408203125,4419.609375,3166.447998046875
3,accepted,AD-SURF SUPPLY,AD-SURF SUPPLY,1.0,2375.4105072021484,2923.2974243164062,2601.9637451171875,3148.406982421875
