page,status,v10_class,truth_class,iou,x1,y1,x2,y2
1,accepted,AD-GRD,AD-GRD,1.0,5940.0,2588.5491333007812,6158.1767578125,2799.5392456054688
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4715.641876220703,2574.56103515625,4954.044189453125,2799.211181640625
1,accepted,AD-GRD,AD-GRD,1.0,5267.4696044921875,1462.8265380859375,5499.241455078125,1706.3683471679688
1,accepted,FAN,FAN,1.0,5523.110137939453,3952.3452758789062,5782.728088378906,4208.1807861328125
1,accepted,AD-GRD,AD-GRD,1.0,5940.226699829102,2700.238067626953,6159.335952758789,2828.439666748047
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,5940.425277709961,3192.76953125,6155.823822021484,3340.0
1,accepted,AD-GRD,AD-GRD,1.0,4882.7839279174805,1080.0,5124.8603515625,1283.3846435546875
1,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,6267.210876464844,1804.0485229492188,6512.8448486328125,2044.2783203125
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,5703.666564941406,1732.4438552856445,5944.100402832031,1974.4718627929688
1,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,5919.68994140625,2793.803840637207,6040.0,3020.9585571289062
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,5940.0,3240.095672607422,6162.764068603516,3428.272247314453
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,5218.077880859375,3240.049102783203,5462.597595214844,3432.401153564453
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,4481.729522705078,1080.6641082763672,4714.526580810547,1275.200454711914
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,6480.110626220703,1366.6392822265625,6618.061096191406,1607.377685546875
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,5218.7840576171875,2788.443473815918,5463.786865234375,3031.785400390625
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,6325.914001464844,3796.091636657715,6562.204162597656,4031.5243225097656
1,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,6480.017204284668,2393.348114013672,6570.339309692383,2628.218475341797
1,accepted,AD-GRD,AD-GRD,1.0,5400.38565826416,1463.50048828125,5517.639427185059,1708.9337158203125
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,6323.4371337890625,3240.0,6565.630126953125,3435.1080017089844
1,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,5474.898345947266,1460.4706420898438,5711.608093261719,1694.0616455078125
1,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,5940.0,3791.0958251953125,6161.878875732422,4026.169677734375
