page,status,v10_class,truth_class,iou,x1,y1,x2,y2
2,accepted,FAN,FAN,1.0,344.88861083984375,2271.3275146484375,588.93310546875,2514.278045654297
2,accepted,FAN,FAN,1.0,3044.7575073242188,540.2080841064453,3290.4764404296875,738.5908966064453
2,deleted,FAN,,0.0,3048.3297119140625,497.3735046386719,3286.57470703125,640.0
2,accepted,FAN,FAN,1.0,348.36279296875,2501.6177368164062,594.9537353515625,2745.3004760742188
2,accepted,FAN,FAN,1.0,1284.8428344726562,3381.3358459472656,1527.6354370117188,3624.2936096191406
2,accepted,FAN,FAN,1.0,2588.0216369628906,2196.9294509887695,2799.9439697265625,2440.2630615234375
2,accepted,FAN,FAN,1.0,4899.248802185059,744.3124389648438,5143.562652587891,986.1673583984375
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,3552.3258056640625,1206.6589050292969,3802.3514404296875,1458.0325927734375
2,accepted,FAN,FAN,1.0,2441.8086547851562,1397.686767578125,2691.326416015625,1642.6151733398438
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1472.541748046875,1658.8252334594727,1716.08642578125,1899.7876892089844
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,2723.418212890625,1476.68603515625,2963.8235473632812,1713.4979248046875
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,2008.22705078125,1620.0,2250.1343994140625,1851.3078918457031
2,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2361.9127197265625,2274.107452392578,2604.2987670898438,2511.225341796875
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1094.2040100097656,1620.0,1339.3490295410156,1835.1166534423828
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,3920.799270629883,2276.0482177734375,4161.040222167969,2512.2301330566406
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1859.6574249267578,3152.423858642578,2108.1842651367188,3339.224853515625
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,3403.8858032226562,2736.9354553222656,3645.9891967773438,2973.3436279296875
2,accepted,AD-GRD,AD-GRD,1.0,3353.1864013671875,1319.0446472167969,3601.5164794921875,1566.9872131347656
2,accepted,AD-GRD,AD-GRD,1.0,3780.0,1436.1184692382812,4027.691635131836,1682.9891357421875
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,2700.5516510009766,741.7921905517578,2937.261749267578,979.8386840820312
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1857.3243408203125,3240.0,2109.0482177734375,3402.3670043945312
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,540.0,2584.9136352539062,764.7577514648438,2800.0
2,accepted,AD-GRD,AD-GRD,1.0,2160.208969116211,1623.720687866211,2252.313018798828,1852.1059875488281
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,3836.154136657715,1767.1673278808594,4072.106719970703,1999.0831604003906
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,2004.58447265625,2739.9094772338867,2244.6813354492188,2974.60009765625
2,accepted,AD-GRD,AD-GRD,1.0,4091.4326171875,1208.4356079101562,4339.0548095703125,1453.9644775390625
2,accepted,FAN,FAN,1.0,952.2244567871094,1532.5843811035156,1179.2906494140625,1718.6685791015625
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1339.0466918945312,2277.1994705200195,1579.0411987304688,2513.031982421875
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,3425.5667724609375,568.1577224731445,3664.6378173828125,808.2135009765625
2,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3624.2755126953125,2571.0856323242188,3854.4470825195312,2797.3468627929688
2,accepted,AD-GRD,AD-GRD,1.0,952.4633178710938,1620.0,1180.0,1781.0774688720703
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,3512.9732666015625,1685.399757385254,3761.41552734375,1932.0846252441406
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1620.0338287353516,1667.8311080932617,1711.4695434570312,1899.4859619140625
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,4786.2774658203125,1199.4310302734375,4960.0,1434.1860656738281
2,accepted,AD-GRD,AD-GRD,1.0,5338.311920166016,2918.150390625,5500.0,3189.0913696289062
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1954.9747314453125,2274.84659576416,2193.7305908203125,2513.0326232910156
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,540.0,2700.127128601074,767.2318420410156,2819.4270248413086
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,934.141357421875,3209.6495971679688,1161.0751953125,3340.0
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,2266.6679077148438,3153.3041076660156,2507.814453125,3339.3665771484375
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1463.9349365234375,3209.9301147460938,1695.9462280273438,3340.0
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,4325.768997192383,575.6808395385742,4561.933898925781,809.3178100585938
2,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,540.0,1864.7490539550781,672.1534729003906,2093.8914489746094
2,accepted,FAN,FAN,1.0,3478.3982543945312,2199.226043701172,3720.9159545898438,2437.722900390625
2,deleted,AD-GRD,,0.0,5333.280944824219,3027.3549194335938,5500.0,3300.433837890625
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,4726.4521484375,576.3086624145508,4958.349853515625,809.8593139648438
2,accepted,FAN,FAN,1.0,2700.030014038086,3329.488883972168,2924.2796173095703,3576.0994262695312
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,3899.754753112793,540.2440185546875,4138.800231933594,735.3763732910156
2,accepted,AD-GRD,AD-GRD,1.0,5400.002395629883,2904.1903381347656,5619.500732421875,3197.3155822753906
2,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,732.8738403320312,2847.5532836914062,964.16552734375,3072.1561279296875
2,accepted,MANUAL VOLUME DAMPER,MANUAL VOLUME DAMPER,1.0,1080.6771240234375,2268.699249267578,1324.1281127929688,2513.3814697265625
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,2160.0,1593.0660400390625,2274.5869140625,1720.0
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,3240.0,2277.416046142578,3441.1243286132812,2508.107177734375
2,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,1280.7184600830078,1994.6522827148438,1508.3777465820312,2222.361083984375
2,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,731.22998046875,2355.9044799804688,962.7435913085938,2581.759521484375
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1080.0,2912.4754333496094,1264.4269409179688,3139.3365173339844
2,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,3618.526123046875,2700.2426681518555,3862.0030517578125,2809.6250762939453
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1102.7509689331055,3285.6604919433594,1344.8695678710938,3521.8236389160156
2,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,1207.5848999023438,3006.8046264648438,1440.7000122070312,3234.7290649414062
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,4320.0,1836.7695617675781,4547.230758666992,2073.566925048828
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,520.3821411132812,2160.046142578125,640.0,2331.4056701660156
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,525.094482421875,3240.70556640625,640.0,3441.8223876953125
2,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2807.4412841796875,2036.6315307617188,3044.984130859375,2259.9291381835938
2,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,4594.341491699219,2872.1060791015625,4823.602722167969,3098.1673583984375
2,accepted,DAMPER WITH TAP,DAMPER WITH TAP,1.0,1906.5134887695312,3054.4863891601562,2150.4042358398438,3295.209716796875
2,accepted,DAMPER WITH TAP,DAMPER WITH TAP,1.0,2446.2525634765625,3152.7144775390625,2680.7042846679688,3339.506591796875
2,accepted,AD-T-BAR SUPPLY,AD-T-BAR SUPPLY,1.0,2853.1171112060547,3240.0,3091.4437866210938,3391.1141357421875
2,relabeled,AD-GRD,AD-T-BAR SUPPLY,1.0,1008.535888671875,2232.7444763183594,1179.972412109375,2468.198455810547
2,accepted,AD-T-BAR RETURN,AD-T-BAR RETURN,1.0,432.7053527832031,1869.2086791992188,639.7587890625,2102.5025024414062
2,accepted,FAN,FAN,1.0,1565.2984619140625,2198.4319458007812,1720.0,2438.6514892578125
